b1,b3,b4,b5,b9a,b9b,b10a,b14a,b14b,b14c,b14d,b14e,b14f,b15,b16,b17,b18,b19,b20,b23,b24,b29,b30,b49,b50,b52a,b52b,b52c,b52d
307,3,21,26,2,,1,2,2,2,2,2,2,1,30,2,1,2,1,888,,1,1,,2,0,1,0,0
304,3,21,28,2,,1,2,2,2,2,2,2,1,28,2,1,2,888,6,3,888,888,,1,0,2,2,3
305,3,21,36,2,,1,2,2,1,2,2,2,1,39,1,1,2,2,6,3,3,2,0.2,2,2,0,1,2
304,3,21,41,2,,31,2,2,2,2,2,2,1,33,1,1,2,3,6,3,2,2,1.2,2,4,2,8,5
306,3,21,47,2,,1,2,2,2,2,2,2,1,30,2,1,2,2,6,3,1,1,1,2,0,2,2,0
307,3,21,49,2,,7,2,2,2,2,2,2,1,20,1,1,2,3,100,100,1,1,,2,3,0,0,0
301,3,21,52,2,,1,2,2,2,2,2,2,1,33,2,1,2,3,3,4,1,1,1,2,0,1,0,0
306,3,21,65,2,,20,2,2,2,2,2,2,1,22,1,1,2,3,5,4,2,2,1,2,1,1,8,2
306,3,21,66,1,,,,,,,,,,,,,,,,,,,,,,,,
306,3,21,68,2,,7,2,2,1,2,2,2,1,27,2,1,2,3,7,4,1,1,1,2,0,1,5,0
307,3,21,70,2,,1,2,2,2,2,2,2,1,35,2,1,2,3,6,3,888,888,,3,0,1,0,0
329,3,21,75,2,,18,2,2,2,2,2,2,1,28,2,1,2,3,6,3,1,1,,2,0,1,15,0
303,3,21,76,2,,1,1,2,2,2,2,2,1,35,1,1,2,3,6,4,2,1,888,2,1,7,10,5
301,3,21,78,2,,1,2,2,2,2,2,2,1,19,2,1,2,2,7,3,1,1,,1,0,2,1,0
305,3,21,79,1,,,,,,,,,,,,,,,,,,,,,,,,
306,3,21,81,2,,7,2,2,2,2,2,2,1,22,2,1,2,3,4,4,1,1,1,2,1,3,6,0
301,3,21,82,2,,1,2,2,1,2,2,2,1,29,1,1,2,3,6,4,1,1,1,2,0,2,1,0
301,3,21,91,2,,7,2,2,1,2,2,2,1,24,1,1,2,2,6,4,1,2,1,2,3,2,1,0
306,3,21,93,2,,1,2,2,2,2,2,2,1,27,2,1,2,1,3,3,1,1,1,2,0,1,2,1
307,3,21,95,2,,1,2,2,2,2,2,2,1,33,2,1,2,2,7,3,1,1,1,2,0,1,3,0
304,3,21,98,2,,7,2,1,2,2,2,2,1,24,2,1,2,888,100,888,,,1,2,1,2,1,0
305,3,21,99,2,,31,2,2,2,2,2,2,1,32,1,1,2,3,6,1,3,5,0.2,2,0,0,5,8
301,3,21,104,2,,1,2,2,2,2,2,2,1,55,1,1,2,1,6,4,1,1,,1,0,2,0,0
326,3,21,105,2,,1,2,2,2,2,2,2,1,32,1,2,2,3,7,5,6,6,,2,0,0,15,2
304,3,21,113,2,,7,2,2,1,2,2,2,1,36,1,1,2,888,100,3,3,2,1,1,1,2,4,6
306,3,21,114,2,,7,2,2,2,2,2,2,1,45,2,1,2,3,6,4,1,1,1,2,1,3,5,0
306,3,21,116,5,82,,,,,,,,,,,,,,,,,,,,,,,
303,3,21,118,2,,7,2,2,1,2,2,2,1,20,2,1,2,2,6,4,1,1,,2,2,6,10,6
301,3,21,124,2,,20,2,2,2,2,2,2,1,32,2,1,2,3,1,1,2,2,,2,0,4,1,2
326,3,21,125,1,,,,,,,,,,,,,,,,,,,,,,,,
326,3,21,128,2,,27,2,2,2,2,2,2,1,23,2,1,1,3,1,4,1,1,0.25,2,1,1,0,0
321,3,21,132,2,,7,2,2,1,2,2,2,1,26,1,1,1,3,4,100,6,6,0,2,3,12,15,10
301,3,21,134,2,,1,2,2,2,2,2,2,1,40,2,1,2,3,6,4,1,1,1,2,0,1,0,1
304,3,21,138,2,,1,2,1,1,2,2,2,1,32,2,1,2,888,6,5,3,2,888,1,30,10,3,3
301,3,21,141,2,,7,2,2,1,2,2,2,1,42,2,1,2,2,5,3,1,1,1,2,0,1,1,1
306,3,21,147,2,,7,2,2,2,2,2,2,1,25,2,1,2,3,6,2,1,1,1,2,1,4,10,2
306,3,21,148,2,,1,2,2,1,2,2,2,1,24,2,1,2,3,6,4,1,1,1,2,0,2,8,2
303,3,21,150,2,,1,2,2,1,2,2,2,1,32,2,1,1,1,6,4,3,1,,2,1,3,30,10
303,3,21,153,2,,7,1,1,1,2,2,2,1,38,1,1,2,3,6,4,1,1,,2,2,5,10,3
303,3,21,154,2,,1,2,2,1,2,2,2,1,30,1,1,1,2,6,4,2,1,888,2,14,16,200,50
301,4,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,
325,4,21,6,2,,31,2,2,1,2,2,2,1,28,2,1,1,3,5,100,1,1,1,2,0,2,0,0
325,4,21,8,5,101,,,,,,,,,,,,,,,,,,,,,,,
328,4,21,10,2,,20,2,2,2,2,2,2,1,23,2,1,2,2,5,1,2,1,0,2,3,1,0,0
321,4,21,14,2,,1,2,2,2,2,2,2,1,36,2,1,2,2,100,100,1,1,1,1,0,1,2,0
323,4,21,15,2,,7,2,2,1,2,2,2,1,24,2,1,1,1,1,2,1,1,0,2,0,2,0,0
328,4,21,31,2,,31,2,2,2,2,2,2,1,25,2,1,2,1,5,1,2,3,,2,1,2,1,0
302,4,21,32,5,119,,,,,,,,,,,,,,,,,,,,,,,
329,4,21,33,2,,7,2,2,2,2,2,2,1,25,2,1,2,3,100,5,1,888,,2,1,3,8,2
325,4,21,37,2,,1,2,2,2,2,2,2,1,23,2,1,1,2,6,4,1,1,,2,0,3,3,0
328,4,21,39,2,,1,2,2,2,2,2,2,1,38,1,1,3,3,5,3,1,1,0,2,1,1,0,0
328,4,21,44,2,,7,2,2,2,2,2,2,1,24,2,1,2,1,6,1,1,1,0,2,1,0,0,0
326,4,21,56,2,,7,2,2,2,2,2,2,1,59,1,1,2,3,5,4,1,1,0.3,2,2,4,3,2
328,4,21,57,2,,31,2,2,2,2,2,2,1,19,1,1,2,3,2,2,4,4,0,2,1,0,1,0
328,4,21,72,2,,7,1,2,1,2,2,2,1,30,2,1,2,2,7,4,1,1,1,2,0,2,0,0
323,4,21,74,2,,7,2,2,1,2,2,2,1,48,1,1,1,2,6,4,1,1,0.025,2,1,1,0,0
304,4,21,80,1,,,,,,,,,,,,,,,,,,,,,,,,
322,4,21,85,4,,7,,,,,,,,,,,,,,,,,,,,,,
330,4,21,86,2,,7,2,1,1,2,2,2,1,27,2,1,1,3,3,4,1,1,,3,1,2,1,1
324,4,21,87,2,,4,2,2,2,2,2,2,1,30,2,1,1,3,6,4,1,1,1,2,0,8,6,0
330,4,21,92,2,,1,2,2,1,2,2,2,1,29,1,1,1,2,6,4,2,2,1,3,1,1,1,1
323,4,21,97,2,,16,2,2,2,2,2,1,1,60,2,1,1,1,1,1,1,1,0.05,2,0,1,0,0
329,4,21,100,2,,7,2,2,2,2,2,2,1,26,2,1,2,2,100,5,1,1,,2,0,1,5,2
324,4,21,102,2,,1,2,2,2,2,2,2,1,25,2,1,2,3,6,3,4,2,888,3,1,2,5,0
330,4,21,107,2,,7,2,2,1,2,2,2,1,24,2,1,2,1,4,1,1,1,1,2,0,1,1,1
323,4,21,109,2,,7,1,2,2,2,2,1,1,32,2,1,1,3,6,1,2,2,0.001,2,4,9,0,0
321,4,21,112,2,,1,1,1,2,2,2,2,1,19,2,1,1,2,7,5,6,2,888,1,5,4,7,1
328,4,21,115,2,,7,2,2,1,2,2,1,1,36,2,2,3,3,5,3,1,1,0,3,0,1,0,0
321,4,21,119,2,,31,1,1,1,2,2,2,1,24,1,1,1,3,6,4,1,1,1,2,3,5,0,0
324,4,21,120,2,,8,2,2,2,2,2,2,1,20,2,1,1,2,100,4,1,1,1,1,0,3,20,0
326,4,21,121,2,,1,2,2,2,2,2,2,1,28,2,1,2,3,6,1,1,1,0.25,3,0,5,1,0
326,4,21,122,1,,,,,,,,,,,,,,,,,,,,,,,,
322,4,21,123,2,,5,2,2,2,2,2,2,1,54,1,1,2,3,2,1,4,1,1,2,20,0,0,0
321,4,21,126,2,,1,2,2,2,2,2,2,1,20,2,1,2,888,4,4,3,2,1,1,0,6,3,3
324,4,21,127,2,,1,2,2,1,2,2,2,1,23,1,1,2,3,6,4,6,4,1,2,5,3,100,250
328,4,21,130,2,,12,2,2,2,2,2,2,1,28,1,1,1,2,1,1,3,2,0,2,15,10,1,0
329,4,21,131,2,,7,2,2,1,2,2,2,1,29,2,1,2,3,6,4,1,888,,2,0,3,8,5
324,4,21,133,2,,1,2,2,1,2,2,2,1,36,2,1,1,3,6,3,4,2,1,2,0,5,30,20
321,4,21,135,2,,2,2,2,2,2,2,2,1,29,1,1,3,2,6,5,7,6,1,2,14,4,0,0
328,4,21,136,2,,7,1,1,1,2,2,2,1,30,2,1,2,3,5,2,1,1,,2,0,2,0,0
326,4,21,137,5,6,,,,,,,,,,,,,,,,,,,,,,,
306,4,21,139,3,,1,,,,,,,,,,,,,,,,,,,,,,
323,4,21,140,2,,7,1,2,2,2,2,2,1,18,1,2,2,3,5,3,1,1,1,1,1,1,0,1
328,4,21,142,1,,,,,,,,,,,,,,,,,,,,,,,,
323,4,21,143,2,,1,2,2,2,2,2,1,1,35,2,1,1,3,6,1,2,2,0.2,2,0,4,0,1
330,4,21,145,2,,7,2,2,2,2,2,2,1,32,2,1,1,3,5,4,2,1,888,3,1,1,1,1
330,4,21,146,2,,7,2,2,1,2,2,2,1,24,2,1,1,1,7,2,1,1,,2,1,3,1,1
328,4,21,151,2,,7,2,2,1,2,2,2,1,24,1,1,2,3,4,4,2,2,1,2,1,1,1,0
330,4,21,152,2,,7,2,1,1,2,2,2,1,30,2,1,2,3,100,4,2,2,,2,1,2,1,1
